1,109,0,1,109,0,1,109,0,1,109,0,1,109,0,1,109,0,0,109,0,0,1,109,0,0,109,0,0,1,109,0,0,109,0,0,1,109,0,0,109,0,0,1,109,0,0,109,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,109,0,0,109,0,0,1,109,0,0,109,0,0,1,109,0,0,109,0,0,1,109,0,0,109,0,0,1,109,0,0,109,0,0,1605082953
1.999324318,109,0,1.999594536,109,0,1.999864827,109,0,1.999986482,109,0,1.999998648,109,0,1.999324318,109,0,0,109,0,0,1.999594536,109,0,0,109,0,0,1.999864827,109,0,0,109,0,0,1.999986482,109,0,0,109,0,0,1.999998648,109,0,0,109,0,0,1.999324318,9.75E-05,9.51E-09,1.999594536,9.75E-05,9.51E-09,1.999864827,9.75E-05,9.51E-09,1.999986482,9.75E-05,9.51E-09,1.999998648,9.75E-05,9.51E-09,1.999324318,109,0,0,109,0,0,1.999594536,109,0,0,109,0,0,1.999864827,109,0,0,109,0,0,1.999986482,109,0,0,109,0,0,1.999998648,109,0,0,109,0,0,1605082953
2.997778613,109,3.64E-12,2.998666844,109,3.64E-12,2.999555507,109,0,2.999955546,109,3.64E-12,2.999995555,109,3.64E-12,2.997778613,109,3.64E-12,3.64E-12,109,0,0,2.998666844,109,3.64E-12,3.64E-12,109,0,0,2.999555507,109,0,0,109,0,0,2.999955546,109,3.64E-12,3.64E-12,109,0,0,2.999995555,109,3.64E-12,3.64E-12,109,0,0,2.997778613,0.000139448,9.84E-09,2.998666844,0.000139427,9.85E-09,2.999555507,0.000139406,9.85E-09,2.999955546,0.000139396,9.85E-09,2.999995555,0.000139396,9.85E-09,2.997778613,109,3.64E-12,3.64E-12,109,0,0,2.998666844,109,3.64E-12,3.64E-12,109,0,0,2.999555507,109,0,0,109,0,0,2.999955546,109,3.64E-12,3.64E-12,109,0,0,2.999995555,109,3.64E-12,3.64E-12,109,0,0,1605082953
3.99490166,109,1.82E-12,3.996939829,109,0,3.998979554,109,0,3.999897938,109,0,3.999989794,109,0,3.99490166,109,1.82E-12,1.82E-12,109,0,0,3.996939829,109,0,0,109,0,0,3.998979554,109,0,0,109,0,0,3.999897938,109,0,0,109,0,0,3.999989794,109,0,0,109,0,0,3.99490166,0.000173891,1.09E-08,3.996939829,0.000173857,1.09E-08,3.998979554,0.000173824,1.09E-08,3.999897938,0.000173809,1.09E-08,3.999989794,0.000173807,1.09E-08,3.99490166,109,1.82E-12,1.82E-12,109,0,0,3.996939829,109,0,0,109,0,0,3.998979554,109,0,0,109,0,0,3.999897938,109,0,0,109,0,0,3.999989794,109,0,0,109,0,0,1605082953
4.989313728,109,0,4.99358442,109,0,4.9978602,109,0,4.999785963,109,0,4.999978596,109,0,4.989313728,109,0,0,109,0,0,4.99358442,109,0,0,109,0,0,4.9978602,109,0,0,109,0,0,4.999785963,109,0,0,109,0,0,4.999978596,109,0,0,109,0,0,4.989313728,0.000219987,1.72E-08,4.99358442,0.000219921,1.72E-08,4.9978602,0.000219855,1.72E-08,4.999785963,0.000219825,1.72E-08,4.999978596,0.000219822,1.72E-08,4.989313728,109,0,0,109,0,0,4.99358442,109,0,0,109,0,0,4.9978602,109,0,0,109,0,0,4.999785963,109,0,0,109,0,0,4.999978596,109,0,0,109,0,0,1605082953
5.983178878,109,0,5.989899453,109,1.82E-12,5.996630524,109,0,5.999662934,109,3.64E-12,5.999966292,109,0,5.983178878,109,0,0,109,0,0,5.989899453,109,1.82E-12,1.82E-12,109,0,0,5.996630524,109,0,0,109,0,0,5.999662934,109,3.64E-12,3.64E-12,109,0,0,5.999966292,109,0,0,109,0,0,5.983178878,0.000242554,1.69E-08,5.989899453,0.000242473,1.69E-08,5.996630524,0.000242393,1.69E-08,5.999662934,0.000242357,1.69E-08,5.999966292,0.000242353,1.69E-08,5.983178878,109,0,0,109,0,0,5.989899453,109,1.82E-12,1.82E-12,109,0,0,5.996630524,109,0,0,109,0,0,5.999662934,109,3.64E-12,3.64E-12,109,0,0,5.999966292,109,0,0,109,0,0,1605082953
6.980025516,109,0,6.988005111,109,0,6.9959983,109,0,6.999599677,109,1.82E-12,6.999959966,109,0,6.980025516,109,0,0,109,0,0,6.988005111,109,0,0,109,0,0,6.9959983,109,0,0,109,0,0,6.999599677,109,1.82E-12,1.82E-12,109,0,0,6.999959966,109,0,0,109,0,0,6.980025516,0.000229596,1.55E-08,6.988005111,0.000229542,1.55E-08,6.9959983,0.000229488,1.55E-08,6.999599677,0.000229464,1.55E-08,6.999959966,0.000229461,1.55E-08,6.980025516,109,0,0,109,0,0,6.988005111,109,0,0,109,0,0,6.9959983,109,0,0,109,0,0,6.999599677,109,1.82E-12,1.82E-12,109,0,0,6.999959966,109,0,0,109,0,0,1605082953
7.976156552,109,0,7.985680821,109,0,7.995222565,109,1.82E-12,7.999522059,109,1.82E-12,7.999952204,109,0,7.976156552,109,0,0,109,0,0,7.985680821,109,0,0,109,0,0,7.995222565,109,1.82E-12,1.82E-12,109,0,0,7.999522059,109,1.82E-12,1.82E-12,109,0,0,7.999952204,109,0,0,109,0,0,7.976156552,0.000220868,1.41E-08,7.985680821,0.000220831,1.41E-08,7.995222565,0.000220794,1.41E-08,7.999522059,0.000220777,1.41E-08,7.999952204,0.000220776,1.41E-08,7.976156552,109,0,0,109,0,0,7.985680821,109,0,0,109,0,0,7.995222565,109,1.82E-12,1.82E-12,109,0,0,7.999522059,109,1.82E-12,1.82E-12,109,0,0,7.999952204,109,0,0,109,0,0,1605082953
8.960446717,109,0,8.976239944,109,0,8.992070603,109,0,8.999206638,109,0,8.99992066,109,0,8.960446717,109,0,0,109,0,0,8.976239944,109,0,0,109,0,0,8.992070603,109,0,0,109,0,0,8.999206638,109,0,0,109,0,0,8.99992066,109,0,0,109,0,0,8.960446717,0.000259705,2.45E-08,8.976239944,0.000259604,2.45E-08,8.992070603,0.000259503,2.45E-08,8.999206638,0.000259457,2.45E-08,8.99992066,0.000259453,2.45E-08,8.960446717,109,0,0,109,0,0,8.976239944,109,0,0,109,0,0,8.992070603,109,0,0,109,0,0,8.999206638,109,0,0,109,0,0,8.99992066,109,0,0,109,0,0,1605082953
9.956220042,109,0,9.973699229,109,0,9.991222124,109,1.82E-12,9.999121719,109,1.82E-12,9.999912167,109,0,9.956220042,109,0,0,109,0,0,9.973699229,109,0,0,109,0,0,9.991222124,109,1.82E-12,1.82E-12,109,0,0,9.999121719,109,1.82E-12,1.82E-12,109,0,0,9.999912167,109,0,0,109,0,0,9.956220042,0.000247294,2.34E-08,9.973699229,0.000247225,2.34E-08,9.991222124,0.000247156,2.34E-08,9.999121719,0.000247124,2.34E-08,9.999912167,0.000247121,2.34E-08,9.956220042,109,0,0,109,0,0,9.973699229,109,0,0,109,0,0,9.991222124,109,1.82E-12,1.82E-12,109,0,0,9.999121719,109,1.82E-12,1.82E-12,109,0,0,9.999912167,109,0,0,109,0,0,1605082953
